Date,result_5,result_10,pca_0,pca_1,pca_2,pca_3,pca_4,contago,contago_next,status_change,result_10_ma
2010-02-16,0.018714643950411336,0.03707905000263212,-1.596470612909055,0.4647872739381955,-0.1774889705304391,0.0916156020648003,0.0222246548959186,1,1.0,0,0.03794749908766208
2010-02-17,0.01841438852659616,0.03648968734838398,-1.4958679127279713,0.4995627363384255,-0.1608311669511625,0.0962087723459726,0.0039642705709233,1,1.0,0,0.03656117101635479
2010-02-18,0.018409827851611826,0.036480733941697485,-1.427435444275901,0.4613436015851322,-0.1022897608634037,0.0657622072213779,0.0064968805145901,1,1.0,0,0.036559571310300985
2010-02-19,0.018394337410378325,0.03645032317198993,-1.39278768738264,0.3312276786848538,-0.056230632303795,0.1024502295301504,0.0073590900125196,1,1.0,0,0.03655906704745453
2010-02-22,0.03964641785699419,0.07772099726509696,-1.4411706370667905,0.3210455873927338,-0.0529648097145106,0.0893378562524037,-0.002327386727356,1,1.0,0,0.044844158345960096
2010-02-23,0.018366221487614354,0.036395124883497054,-1.4184758787691538,0.423625513612351,-0.0325589777867537,0.0610131470091943,0.0049237495150548,1,1.0,0,0.04470737332213308
2010-02-24,0.01834926969973516,0.0363618437009563,-1.4024604122974842,0.4058435509153906,-0.0213580987297833,0.0647000476248113,-0.0170050695121743,1,1.0,0,0.04468180459264755
2010-02-25,0.01839731573802106,0.03645617024967751,-1.41135113292536,0.3971094873437372,-0.0222479846868748,0.0666170855766453,-0.0080602537249855,1,1.0,0,0.04467689185424355
2010-02-26,0.01808161456192936,0.03583628433869279,-1.3856548978516452,0.3940927455079944,-0.0179883007618509,0.0454363097362007,-0.0011121592580526,1,1.0,0,0.04455408408758412
2010-03-01,0.018334929942134925,0.03633369022828692,-1.343039954887739,0.4463090037212907,-0.0333227531220198,0.0494504223579007,-0.0015994268879923,1,1.0,0,0.036276622680222116
2010-03-02,0.0183611972191291,0.03638526087493843,-1.2021263569189848,0.4441455572314019,-0.0485918425800522,0.0585226703511426,0.0118152029813823,1,1.0,0,0.03627464987851039
2010-03-03,0.029218957694561398,0.057584167900366134,-1.1758597900023304,0.4169055595092771,-0.0728475257200902,0.0505287948584185,0.0195161939878,1,1.0,0,0.040519114718392354
2010-03-04,0.018321800011463996,0.036307911667268655,-1.3158303442082415,0.4113011024095886,-0.0547518985632871,0.0603160857610249,0.0203732368335437,1,1.0,0,0.040489463001910586
2010-03-05,0.018172389701377245,0.03601454365529566,-1.2616655787858808,0.4630051117454725,-0.0282591610473523,0.0183540531662744,0.0118510763205149,1,1.0,0,0.04052511486523116
2010-03-08,0.019987809636324405,0.03957610673859069,-1.2568159275044517,0.5407286133289954,0.0166725642273818,0.0203463282152081,0.0124966417630023,1,1.0,0,0.041173598167291915
2010-03-09,0.019537736301369568,0.03869374946295756,-1.2662259124354314,0.5337294295204184,-0.0264366658718307,0.0215248209730123,0.0141175570869236,1,1.0,0,0.04163529588489574
2010-03-10,0.01833218754477861,0.036328305989380194,-1.2429576820734372,0.4428189045818808,-0.0727816482533206,0.0083303439470934,0.0037588989693638,1,1.0,0,0.037384123502698555
2010-03-11,0.01830220558348694,0.036269440437753264,-1.3124290986719656,0.2866236912518632,-0.1403080294865904,-0.0049668980904301,0.0050971762671098,1,1.0,0,0.037376429256795476
